date,baseline_qqq_only_filtered,plus_tqqq,plus_soxl,plus_upro,plus_soxl_upro,plus_tqqq_soxl_upro
2026-01-20,126455.27325951566,127358.51065030832,167280.04791904183,138917.78612069413,183329.5584888633,183181.81820844824
2026-01-21,132773.51920211644,133722.87517643173,175642.88439781268,145858.63294085045,192491.78374869312,192336.35703769096
2026-01-22,139375.32277655945,140375.46185529348,184377.57835784496,153120.61687273774,202089.79048384487,201934.36377284268
2026-01-23,146187.21191216586,147376.57013355562,193460.09720532014,160689.38257896708,212118.40504459874,211962.97833359655
2026-01-26,153476.07123052108,154665.42945191084,203085.12938212257,168632.37029768754,222677.90636478004,222522.47965377785
2026-01-27,160672.2398529196,161861.59807430935,212337.34618234925,176856.56300900015,232958.1472539208,232802.7205429186
2026-01-28,168682.8972765978,169872.25549798756,222906.96361636912,185646.0343488693,244529.09686590044,244373.67015489825
2026-01-29,176358.99034828838,177548.34856967814,233872.81086164137,194418.71214508708,256591.52883569992,256436.10212469773
2026-01-30,185165.40321502616,186414.26422605605,245535.35763110494,204117.6668564267,269384.6286083258,269229.2018973236
2026-02-02,175915.7175379381,177164.57854896798,233275.85359877395,193913.64853011526,255950.56131541217,255795.13460440998
2026-02-03,184432.7665559139,186022.30952766282,244859.04026322108,203452.74343024817,268555.7938620164,268400.36715101416
2026-02-04,193632.93282890535,195296.07713083818,257076.86107375374,213609.7269956307,281951.2359554919,281795.80924448965
2026-02-05,183984.67962103547,185588.9931107252,244251.74400475598,202961.349979628,267890.6718293888,267735.2451183866
2026-02-06,192013.87280969735,193618.18629938707,256295.5337877488,212328.74203306687,281272.6604771586,281117.23376615637
2026-02-09,201561.0950926603,203282.55241404282,269064.2114422637,222930.25880126498,295329.92028029426,295115.9216534456
2026-02-10,191763.3320151638,193178.60924037453,255898.46730687772,211907.7753390814,280633.2756640495,280419.2770372008
2026-02-11,201301.29940365045,202785.19509928196,268661.50280514045,222475.01978387957,294631.443629886,294417.44500303734
2026-02-12,210946.44686261663,212889.6352943894,281980.99215323664,233498.0454512695,309328.81118640595,309114.81255955726
2026-02-13,200422.9057022981,202260.85872246767,267905.7558513106,221843.22361621674,293885.5145336385,293671.5159067898
2026-02-17,190475.1715104265,192178.6956901654,254597.30064867157,210820.05870089956,279232.7709266925,279018.77229984384
2026-02-18,199971.32612250317,201742.19891651208,267326.18874571053,221326.44252702693,293173.9340805923,292959.9354537436
2026-02-19,189981.10545209737,191663.39500863472,253959.96246944345,210263.3804250209,278518.3295700167,278314.1735251093
2026-02-20,199448.338163003,201243.7818953679,266633.23016212985,220749.00071837456,292436.2931968063,292194.41909328965
2026-02-23,189730.82452117765,191526.26825354254,253676.54530636274,210221.6942730638,277860.0227340682,277618.14863055164
2026-02-24,199147.78936634387,201079.71085008798,266232.49843325105,220730.4811292638,291644.2756233695,291402.4015198529
2026-02-25,208980.84095068276,210912.76243442687,279343.2338790362,231731.98515411775,306200.11171779165,305958.2376142751
2026-02-26,198593.53536048194,200407.41928070103,265414.8013830851,220164.30392866684,290973.26602306543,290731.39191954886
2026-02-27,208472.59890954715,210420.8918576447,278654.0906291113,231118.63970075955,305489.4410339368,305247.56693042023
2026-03-02,198050.15461632813,199901.20677797496,264722.1379521705,219564.6662561139,290222.6375611725,289989.6035291514
2026-03-03,188154.36889499187,189908.83397328935,251489.7075333118,208588.86133005327,275717.0137708908,275492.76038281055
2026-03-04,178780.06057450618,180427.99942188905,238919.61228538782,198184.79944405967,261939.62123926784,261750.87659482582
2026-03-05,169858.769982211,171407.3626091897,226978.19659280562,188289.9158918035,248845.7893899972,248676.913989636
2026-03-06,161419.98540555817,162968.57803253687,215726.48382393515,178913.48858441148,236422.02320770273,236253.14780734153
2026-03-09,153354.90135867262,154849.7267586721,204973.03842808778,169988.12890585815,224647.00049924984,224478.12509888865
2026-03-10,145696.68762729297,147125.49394340126,194740.0804249512,161537.68616778404,213423.75623774517,213254.88083738397
2026-03-11,143055.44167490205,144457.4333112907,191200.54270195018,158601.4787384764,209535.62767838803,209380.15961788667
2026-03-12,131457.83092607014,132594.60887399892,175633.06429498282,145615.56347600333,192486.28768355038,192354.20889160634
2026-03-13,137802.75766170828,139215.40198944742,184184.9220691038,152788.08935107253,201865.74459710243,201733.66580515838
2026-03-16,130966.22094063404,132308.3855083621,175022.5532676641,145176.27526987647,191787.13891551876,191655.0601235747
2026-03-17,137512.65708097734,138854.8216487054,183751.13478812185,152426.62927477283,201360.42187344015,201228.34308149607
2026-03-18,130675.62759921589,131929.57243169541,174576.28232227423,144839.73204339884,191303.37205510717,191171.2932631631
2026-03-19,137191.33172876626,138516.61638748174,183303.52106513912,152068.8344353087,200862.90877072484,200707.05003670213
2026-03-20,130337.46146506636,131594.61620068343,174146.859400713,144465.5350175263,190820.5581060194,190678.32535661638
2026-03-23,123840.64628615313,125028.68596667537,165461.40081046376,137254.53093596658,181282.68050293403,181163.48610522927
2026-03-24,117763.14233881938,118951.18201934162,157358.06221401878,130598.21708888677,172311.1270568699,172191.93265916518
2026-03-25,123644.14909423582,124888.02111737277,165211.81174182176,137111.99039393663,180909.30781953572,180790.113421831
