ticker,entry_date,exit_date,success_rate,matched_signals,allocated_cash,contracts,entry_option_price,exit_option_price,entry_spot,exit_spot_close,pnl,return_pct,exit_reason
SYK,2025-03-12,2025-03-13,100.0,44,4158.605440444423,4,10.396513601111057,11.436164961222163,363.8399963378906,363.6600036621094,415.8605440444426,10.000000000000005,tp_day1
LH,2025-03-13,2025-03-14,100.0,41,5045.8435658142025,8,6.307304457267754,6.93803490299453,235.64999389648438,239.52999877929688,504.58435658142116,10.000000000000018,tp_day1
CHD,2025-03-14,2025-03-17,100.0,22,5293.5453590284715,16,3.3084658493927948,3.6393124343320746,109.0999984741211,109.31999969482422,529.3545359028476,10.000000000000009,tp_day1
NEE,2025-03-17,2025-03-18,100.0,5,5588.24357038523,19,2.941180826518542,2.647062743866688,72.11000061035156,70.69999694824219,-558.824357038523,-10.0,stop
ABT,2025-03-18,2025-03-19,100.0,8,5170.101371676612,13,3.9770010551358554,4.374701160649441,126.30000305175781,127.41999816894531,517.0101371676619,10.000000000000014,tp_day1
DGX,2025-03-19,2025-03-20,100.0,1,5399.5947098990255,10,5.399594709899026,4.8596352389091235,168.00999450683594,166.4600067138672,-539.959470989902,-9.99999999999999,stop
CHRW,2025-03-20,2025-03-21,100.0,6,5179.888909718664,13,3.984529930552818,4.3829829236081,99.30000305175781,99.94999694824219,517.9888909718666,10.000000000000004,tp_day1
RSG,2025-03-21,2025-03-24,100.0,20,5662.3693425778965,11,5.1476084932526325,5.662369342577896,233.33999633789062,235.99000549316406,566.2369342577886,9.99999999999998,tp_day1
CB,2025-03-24,2025-03-25,95.74468085106383,47,5368.434686159759,6,8.947391143599598,8.052652029239638,291.44000244140625,291.3999938964844,-536.8434686159753,-9.99999999999999,stop
MOS,2025-03-25,2025-03-26,100.0,9,5677.625320206603,43,1.320377981443396,1.4524157795877357,27.18000030517578,27.1200008392334,567.7625320206607,10.000000000000007,tp_day1
STE,2025-03-26,2025-03-27,96.96969696969697,66,5977.199621446942,10,5.977199621446942,6.574919583591636,223.05999755859375,224.22999572753906,597.7199621446944,10.000000000000004,tp_day1
APP,2025-03-27,2025-03-28,100.0,1,4605.570457388553,1,46.05570457388553,50.66127503127409,261.70001220703125,272.3800048828125,460.5570457388558,10.00000000000001,tp_day1
ALL,2025-03-28,2025-03-31,100.0,11,6495.7406017511275,10,6.495740601751128,7.145314661926241,206.4499969482422,207.07000732421875,649.5740601751131,10.000000000000005,tp_day1
LUV,2025-03-31,2025-04-01,100.0,22,6728.7612300064775,37,1.8185841162179668,1.63672570459617,33.58000183105469,31.59000015258789,-672.8761230006476,-9.999999999999998,stop
CHD,2025-04-01,2025-04-02,100.0,20,6282.107162012256,22,2.8555032554601163,2.5699529299141046,109.47000122070312,108.31999969482422,-628.2107162012262,-10.00000000000001,stop
RSG,2025-04-02,2025-04-03,100.0,17,5944.9669455943385,12,4.954139121328615,4.458725209195753,244.82000732421875,248.44000244140625,-594.4966945594351,-10.000000000000021,stop
RSG,2025-04-03,2025-04-04,100.0,16,5497.512031653332,12,4.581260026377777,4.12313402374,248.44000244140625,235.4199981689453,-549.7512031653323,-9.999999999999984,stop
CSX,2025-04-04,2025-04-07,100.0,4,5556.817364727491,48,1.1576702843182272,1.0419032558864045,27.209999084472656,27.09000015258789,-555.6817364727494,-10.000000000000005,stop
TMUS,2025-04-07,2025-04-08,100.0,14,4486.384740804381,4,11.215961852010953,10.094365666809857,246.6699981689453,246.3000030517578,-448.6384740804383,-10.000000000000005,stop
CAH,2025-04-08,2025-04-09,100.0,17,4711.602040341085,10,4.711602040341085,4.240441836306977,125.0,130.4499969482422,-471.16020403410766,-9.999999999999982,stop
RSG,2025-04-09,2025-04-10,100.0,27,3931.930665858043,4,9.829826664645108,8.846843998180598,239.25999450683594,240.22999572753906,-393.193066585804,-9.999999999999993,stop
AOS,2025-04-10,2025-04-11,100.0,9,4599.623657359603,19,2.4208545565050543,2.66294001215556,62.869998931884766,64.5,459.9623657359607,10.000000000000007,tp_day1
RSG,2025-04-11,2025-04-14,100.0,25,4011.8456107670618,4,10.029614026917654,11.032575429609421,243.9199981689453,245.55999755859375,401.1845610767068,10.000000000000016,tp_day1
PODD,2025-04-14,2025-04-15,96.62162162162163,148,4791.035685053437,3,15.970118950178126,17.56713084519594,255.47000122070312,256.42999267578125,479.1035685053448,10.000000000000023,tp_day1
PODD,2025-04-15,2025-04-16,96.35036496350365,137,4810.386314840626,3,16.034621049468754,14.43115894452188,256.42999267578125,250.72999572753906,-481.03863148406253,-9.999999999999998,stop
PODD,2025-04-16,2025-04-17,92.3076923076923,26,4695.085558351742,3,15.650285194505807,14.085256675055227,250.72999572753906,246.8000030517578,-469.50855583517387,-9.999999999999993,stop
PODD,2025-04-17,2025-04-21,100.0,7,4640.527510471466,3,15.468425034904886,13.921582531414398,246.8000030517578,238.57000732421875,-464.05275104714656,-10.0,stop
DGX,2025-04-21,2025-04-22,100.0,8,4250.509943042541,8,5.313137428803175,5.8444511716834935,161.86000061035156,172.83999633789062,425.05099430425435,10.000000000000005,tp_day1
TMUS,2025-04-23,2025-04-24,100.0,17,3884.8251129502296,3,12.949417043167431,14.244358747484176,259.3500061035156,262.17999267578125,388.48251129502296,10.0,tp_day1
RSG,2025-04-24,2025-04-25,100.0,16,4062.779055594808,4,10.15694763898702,11.172642402885723,240.75999450683594,243.55999755859375,406.2779055594806,9.999999999999995,tp_day1
RSG,2025-04-25,2025-04-28,100.0,35,5155.022656381702,5,10.310045312763405,11.341049844039746,243.55999755859375,246.11000061035156,515.5022656381707,10.000000000000009,tp_day1
VRSK,2025-04-28,2025-04-29,95.16129032258065,62,4152.843602991313,3,13.842812009971041,15.227093210968146,288.4100036621094,292.3699951171875,415.28436029913155,10.000000000000005,tp_day1
RSG,2025-04-29,2025-04-30,100.0,27,5205.663442786103,5,10.411326885572205,11.452459574129426,247.6999969482422,250.75,520.5663442786099,9.999999999999993,tp_day1
RSG,2025-04-30,2025-05-01,100.0,18,5298.99824944437,5,10.59799649888874,9.538196848999867,250.75,249.41000366210938,-529.8998249444367,-9.999999999999993,stop
TMUS,2025-05-01,2025-05-02,100.0,22,5460.276183869339,3,18.200920612897793,20.021012674187574,247.0,248.8800048828125,546.0276183869337,9.999999999999996,tp_day1
TRI,2025-05-02,2025-05-05,100.0,8,5142.842022559777,6,8.571403370932963,7.714263033839667,184.50999450683594,185.74000549316406,-514.2842022559771,-9.999999999999988,stop
CB,2025-05-05,2025-05-06,95.83333333333334,48,4972.146697832106,5,9.944293395664213,10.938722735230634,287.8299865722656,289.0,497.2146697832104,9.999999999999996,tp_day1
BSX,2025-05-07,2025-05-08,94.9438202247191,178,5939.2307439065125,13,4.56863903377424,4.111775130396817,104.80000305175781,103.29000091552734,-593.923074390651,-9.999999999999995,stop
